file,namespace,types,base_types,method_count,field_count,using_count,top_refs
AnimationEventSystem/AnimationEventParameter.cs,AnimationEventSystem,class AnimationEventParameter,ICloneable | IAnimatorEventParameter,9,5,2,Token:25 | RID:25 | EAnimationEventParamType:18 | ParamType:15 | RVA:14 | File:14 | Offset:14 | StringParam:14
AnimationEventSystem/AnimationEventsContainer.cs,AnimationEventSystem,class AnimationEventsContainer | enum EUpdateType | class Class392 | struct Struct253,ICloneable | LoggerClass,15,12,4,Token:35 | RID:35 | AnimationEventsContainer:23 | RVA:16 | File:16 | Offset:16 | EUpdateType:13 | PreviousNormalizedTime:11
AnimationEventSystem/AnimationEventsEmitter.cs,AnimationEventSystem,class AnimationEventsEmitter | class GClass715 | enum EEmitType | struct Struct254,IEventsConsumer | IDisposable | LoggerClass,14,13,3,Token:40 | RID:40 | RVA:19 | File:19 | Offset:19 | AnimationEventsEmitter:14 | Animator:12 | AnimationEvent:10
AnimationEventSystem/AnimationEventsSequenceData.cs,AnimationEventSystem,class AnimationEventsSequenceData | struct GStruct142,,1,5,1,Token:9 | RID:9 | GStruct142:5 | AnimationEventsSequenceData:4 | AnimationEventsDebugQueue:4 | System:2 | RVA:2 | File:2
AnimationEventSystem/AnimationEventsStateBehaviour.cs,AnimationEventSystem,class AnimationEventsStateBehaviour,StateMachineBehaviour | GInterface137 | IStateBehaviour,4,6,3,Token:18 | RID:18 | RVA:8 | File:8 | Offset:8 | EventsContainer:7 | AnimationEventsContainer:5 | Animator:5
AnimationEventSystem/AnimatorControllerStaticData.cs,AnimationEventSystem,class AnimatorControllerStaticData,ScriptableObject,3,2,3,Token:6 | RID:6 | RVA:3 | File:3 | Offset:3 | List:3 | System:2 | IsValidListIndex:2
AnimationEventSystem/EAnimationEventParamType.cs,AnimationEventSystem,enum EAnimationEventParamType,,0,0,0,Token:6 | RID:6 | System:1 | AnimationEventSystem:1 | EAnimationEventParamType:1 | None:1 | Int32:1 | Float:1
AnimationEventSystem/EEventConditionModes.cs,AnimationEventSystem,enum EEventConditionModes,,0,0,0,Token:7 | RID:7 | System:1 | AnimationEventSystem:1 | EEventConditionModes:1 | Equal:1 | NotEqual:1 | GreaterThan:1
AnimationEventSystem/EEventConditionParamTypes.cs,AnimationEventSystem,enum EEventConditionParamTypes,,0,0,0,Token:4 | RID:4 | System:1 | AnimationEventSystem:1 | EEventConditionParamTypes:1 | Int:1 | Float:1 | Boolean:1
AnimationEventSystem/EventCondition.cs,AnimationEventSystem,class EventCondition | enum EConditionType,ICloneable,19,9,1,EventCondition:58 | Token:43 | RID:43 | RVA:19 | File:19 | Offset:19 | ConditionMode_1:19 | CachedNameHash:18
AnimationEventSystem/EventsCollection.cs,AnimationEventSystem,class EventsCollection,,1,1,2,Token:6 | RID:6 | AnimationEvent:6 | List:4 | EventsCollection:3 | RVA:3 | File:3 | Offset:3
AnimationEventSystem/IAnimatorEventParameter.cs,AnimationEventSystem,interface IAnimatorEventParameter,,0,0,0,Token:11 | RID:11 | System:1 | AnimationEventSystem:1 | IAnimatorEventParameter:1 | BoolParam:1 | FloatParam:1 | IntParam:1
AnimationEventSystem/LActionSetup.cs,AnimationEventSystem,class LActionSetup,,0,3,1,Token:8 | RID:8 | AnimationCurve:4 | RVA:3 | File:3 | Offset:3 | LActionSetup:2 | LayerWeight:2
AnimationSnatcher.cs,(global),class AnimationSnatcher | class SnatcherPair | enum ECopyMode | class HierarchySnatcherPair,MonoBehaviour | AnimationSnatcher.SnatcherPair,19,28,4,Token:64 | RID:64 | Transform:44 | AnimationSnatcher:32 | RVA:27 | File:27 | Offset:27 | SnatcherPair:20
AnimationSystem/RootMotionTable/CharacterClipsKeeper.cs,AnimationSystem.RootMotionTable,class CharacterClipsKeeper | struct LayerData | struct AnimationClipData,ScriptableObject,1,4,1,Token:8 | RID:8 | CharacterClipsKeeper:4 | AnimationClipData:3 | AnimationClip:2 | Clips:2 | LayerData:2 | Serializable:2
AnimationSystem/RootMotionTable/RootMotionBlendTable.cs,AnimationSystem.RootMotionTable,class RootMotionBlendTable | class ParameterSettings | struct ParameterRelatedCurve,ScriptableObject | GInterface135,7,14,3,Token:29 | RID:29 | RVA:9 | File:9 | Offset:9 | Parameters:7 | MinValue:7 | StepDensity:6
AnimatorDefaultStateCache.cs,(global),class AnimatorDefaultStateCache | struct AnimatorParameterDefaultValue | struct DefaultLayerState,MonoBehaviour,3,11,1,Token:19 | RID:19 | SerializeField:11 | AnimatorDefaultStateCache:9 | AnimatorControllerParameterType:7 | AnimatorParameterDefaultValue:6 | DefaultLayerState:6 | RVA:5
AnimatorEventReceiver.cs,(global),class AnimatorEventReceiver,MonoBehaviour,11,10,3,Action:120 | Token:52 | RID:52 | RVA:31 | File:31 | Offset:31 | CompilerGenerated:30 | Delegate:20
AnimatorPose.cs,(global),class AnimatorPose,ScriptableObject,0,5,1,Token:6 | RID:6 | Vector3:4 | System:1 | UnityEngine:1 | CreateAssetMenu:1 | AnimatorPose:1 | ScriptableObject:1
AnimatorRootMotionAccess.cs,(global),class AnimatorRootMotionAccess,MonoBehaviour,1,0,1,Token:2 | RID:2 | System:1 | UnityEngine:1 | RequireComponent:1 | Animator:1 | AnimatorRootMotionAccess:1 | MonoBehaviour:1
AnimatorStateDebugger.cs,(global),class AnimatorStateDebugger,StateMachineBehaviour,4,1,1,Token:6 | RID:6 | Name:5 | RVA:4 | File:4 | Offset:4 | Animator:4 | Debug:4
AnimatorSync.cs,(global),class AnimatorSync,ISyncAble,5,1,1,Token:9 | RID:9 | RVA:6 | File:6 | Offset:6 | AnimatorControllerParameterType:6 | Int32_0:5 | Write:5
AnticheatMipMapChecker.cs,(global),class AnticheatMipMapChecker | class TextureChecker,MonoBehaviour,7,12,1,Token:21 | RID:21 | GL:12 | RVA:7 | File:7 | Offset:7 | AnticheatMipMapChecker:6 | RenderTexture:5
ApplicationConfigClass.cs,(global),class ApplicationConfigClass | class PoolsSettings | class ProfilingSettings | class CharacterControllerSettings | class PhysicsSettings | class NetworkConfig | class LogConfig,,1,62,5,Token:71 | RID:71 | ApplicationConfigClass:14 | CharacterControllerSpawner:9 | ResourceType:7 | GClass833:7 | Serializable:6 | Mode:6
ApplyKeyDescriptorClass.cs,(global),class ApplyKeyDescriptorClass,BaseDescriptorClass,2,2,2,Token:5 | RID:5 | Value:5 | ItemId:4 | TargetItemId:4 | Failed:3 | Error:3 | KeyComponent:3
ApplyKeyOperationClass.cs,(global),class ApplyKeyOperationClass | class ApplyCommand,GClass3475<GClass3427> | GClass3473,3,7,5,Token:13 | RID:13 | Item:8 | ApplyKeyOperationClass:6 | KeyComponent_0:5 | LockableComponent_0:5 | RVA:4 | File:4
ApproachStateClass.cs,(global),class ApproachStateClass,MovementState,6,20,3,MovementContext:37 | Token:32 | RID:32 | NonSerialized:16 | Float_2:13 | Vector2_1:12 | Mathf:11 | RVA:9
AreaLight.cs,(global),class AreaLight | enum TextureSize,BaseLight,44,105,3,Token:156 | RID:156 | RVA:44 | File:44 | Offset:44 | Vector3:40 | AreaLight:36 | Shader:30
AreaLightManager.cs,(global),class AreaLightManager,MonoBehaviour,1,6,2,Token:8 | RID:8 | Camera:3 | UnityEngine:2 | Material:2 | ClearStencilShader:2 | CommandBuffer:2 | System:1
Arena/UI/ArenaToggleStateToImageColor.cs,Arena.UI,class ArenaToggleStateToImageColor,SerializableEnumDictionary<EToggleState | FaceCardColorTulpe>,0,0,0,System:1 | Arena:1 | UI:1 | Token:1 | RID:1 | Serializable:1 | ArenaToggleStateToImageColor:1 | SerializableEnumDictionary:1
Arena/UI/EToggleState.cs,Arena.UI,enum EToggleState,,0,0,0,Token:4 | RID:4 | System:1 | Arena:1 | UI:1 | EToggleState:1 | Selected:1 | Deselected:1
Arena/UI/FaceCardColorNode.cs,Arena.UI,struct FaceCardColorNode,,0,3,1,Token:4 | RID:4 | Color:2 | System:1 | UnityEngine:1 | Arena:1 | UI:1 | Serializable:1
Arena/UI/FaceCardColorTulpe.cs,Arena.UI,struct FaceCardColorTulpe,,0,2,1,Token:3 | RID:3 | Color:2 | System:1 | UnityEngine:1 | Arena:1 | UI:1 | Serializable:1
Arena/UI/FaceCardView.cs,Arena.UI,class FaceCardView,MonoBehaviour,5,10,9,Token:19 | RID:19 | Action:15 | EToggleState:8 | RVA:7 | File:7 | Offset:7 | SerializeField:7
Arena/UI/NicknameField.cs,Arena.UI,class NicknameField | struct in | struct Struct274,MonoBehaviour,14,23,9,Token:46 | RID:46 | NicknameField:27 | Action:26 | EValidationType:26 | Struct274:26 | RVA:19 | File:19
ArenaEftItemTransferStashGridView.cs,(global),class ArenaEftItemTransferStashGridView,GridView,1,0,1,Token:2 | RID:2 | CanAccept:2 | GStruct153:2 | GClass3461:2 | System:1 | EFT:1 | UI:1
AReserveWayAction.cs,(global),class AReserveWayAction,MonoBehaviour,13,3,3,Token:22 | RID:22 | RVA:8 | File:8 | Offset:8 | BotOwner:6 | Vector3:5 | NavMeshPath:4
ArmBandItemClass.cs,(global),class ArmBandItemClass,EquipmentItemClass,0,0,0,Token:2 | RID:2 | ArmBandItemClass:2 | System:1 | EquipmentItemClass:1 | RVA:1 | File:1 | Offset:1
ArmBandTemplateClass.cs,(global),class ArmBandTemplateClass,EquipmentTemplateClass,0,0,0,System:1 | Token:1 | RID:1 | ArmBandTemplateClass:1 | EquipmentTemplateClass:1
ArmorDummy.cs,(global),class ArmorDummy,MonoBehaviour,3,12,3,Token:16 | RID:16 | Durability:7 | PopupText:6 | Health:5 | MaxDurability:4 | Body:4 | Vector2:4
ArmoredEquipmentItemClass.cs,(global),class ArmoredEquipmentItemClass | class Class2334,EquipmentItemClass,5,8,4,Token:19 | RID:19 | RVA:7 | File:7 | Offset:7 | ArmoredEquipmentTemplateClass:7 | ArmoredEquipmentItemClass:6 | BlindnessProtection:6
ArmoredEquipmentTemplateClass.cs,(global),class ArmoredEquipmentTemplateClass,EquipmentTemplateClass | GInterface402 | GInterface383 | GInterface385 | GInterface387,0,18,3,Token:59 | RID:59 | RVA:20 | File:20 | Offset:20 | EArmorPlateCollider:5 | NotImplementedException:4 | MaterialType:4
ArmorHitSoundPlayer.cs,(global),class ArmorHitSoundPlayer,BulletSoundPlayer,7,3,4,Token:11 | RID:11 | RVA:7 | File:7 | Offset:7 | GClass897:4 | OnArmorHit:3 | IPlayer:3
ArmorItemClass.cs,(global),class ArmorItemClass,ArmoredEquipmentItemClass,1,0,4,Token:5 | RID:5 | EItemInfoButton:5 | System:4 | RVA:3 | File:3 | Offset:3 | ArmorItemClass:2
ArmorPlateCollider.cs,(global),class ArmorPlateCollider,BodyPartCollider,2,1,0,Token:4 | RID:4 | RVA:2 | File:2 | Offset:2 | ArmorPlateColliderType:2 | System:1 | ArmorPlateCollider:1
ArmorPlateItemClass.cs,(global),class ArmorPlateItemClass,ArmoredEquipmentItemClass,2,1,5,Token:9 | RID:9 | ArmorPlateItemClass:8 | RVA:5 | File:5 | Offset:5 | System:4 | IEnumerable:3
ArmorPlateTemplateClass.cs,(global),class ArmorPlateTemplateClass,ArmoredEquipmentTemplateClass,1,2,4,Token:6 | RID:6 | ResourceKey:6 | System:4 | Lower75Prefab:4 | Lower40Prefab:4 | RVA:2 | File:2
ArmorResistanceStruct.cs,(global),struct ArmorResistanceStruct,,1,9,1,Token:11 | RID:11 | RealResistance:6 | NonSerialized:6 | System:1 | UnityEngine:1 | ArmorResistanceStruct:1 | RVA:1
ArmorTemplateClass.cs,(global),class ArmorTemplateClass,ArmoredEquipmentTemplateClass,0,0,0,System:1 | Token:1 | RID:1 | ArmorTemplateClass:1 | ArmoredEquipmentTemplateClass:1
ArtilleryDangerPlace.cs,(global),class ArtilleryDangerPlace | class Class277,GClass429,13,4,5,Token:26 | RID:26 | RVA:16 | File:16 | Offset:16 | ActiveZonesSpottedCovers:16 | CustomNavigationPoint:14 | BotOwner_0:11
ArtilleryPacketStruct.cs,(global),struct ArtilleryPacketStruct,,6,3,1,Token:10 | RID:10 | ArtilleryPacketStruct:7 | RVA:6 | File:6 | Offset:6 | Serialize:5 | GInterface131:3
ArtilleryServerProjectileClass.cs,(global),class ArtilleryServerProjectileClass | class Class1001,,10,19,5,Token:35 | RID:35 | ArtilleryServerProjectileClass:19 | Vector3:15 | Vector2:14 | RVA:13 | File:13 | Offset:13
ArtilleryShellingZoneDebug.cs,(global),class ArtilleryShellingZoneDebug,MonoBehaviour,0,10,2,Token:11 | RID:11 | Text:9 | UnityEngine:2 | System:1 | UI:1 | ArtilleryShellingZoneDebug:1 | MonoBehaviour:1
AssaultCarbineItemClass.cs,(global),class AssaultCarbineItemClass,GClass3308,0,0,0,Token:2 | RID:2 | AssaultCarbineItemClass:2 | System:1 | GClass3308:1 | RVA:1 | File:1 | Offset:1
AssaultCarbineTemplateClass.cs,(global),class AssaultCarbineTemplateClass,WeaponTemplate,0,0,1,System:1 | EFT:1 | InventoryLogic:1 | Token:1 | RID:1 | AssaultCarbineTemplateClass:1 | WeaponTemplate:1
AssaultRifleItemClass.cs,(global),class AssaultRifleItemClass,GClass3308,0,0,0,Token:2 | RID:2 | AssaultRifleItemClass:2 | System:1 | GClass3308:1 | RVA:1 | File:1 | Offset:1
AssaultRifleTemplateClass.cs,(global),class AssaultRifleTemplateClass,WeaponTemplate,0,0,1,System:1 | EFT:1 | InventoryLogic:1 | Token:1 | RID:1 | AssaultRifleTemplateClass:1 | WeaponTemplate:1
AssaultScopeItemClass.cs,(global),class AssaultScopeItemClass,SightsItemClass,0,0,0,Token:2 | RID:2 | AssaultScopeItemClass:2 | System:1 | SightsItemClass:1 | RVA:1 | File:1 | Offset:1
AssaultScopeTemplateClass.cs,(global),class AssaultScopeTemplateClass,SightsTemplateClass,0,0,0,System:1 | Token:1 | RID:1 | AssaultScopeTemplateClass:1 | SightsTemplateClass:1
AssetPoolAbstractClass.cs,(global),class AssetPoolAbstractClass,,17,21,8,Token:75 | RID:75 | RVA:36 | File:36 | Offset:36 | T:28 | NonSerialized:21 | JobYieldClass:18
AssetsManagerClass.cs,(global),class AssetsManagerClass | class GClass730 | class Class3515 | class Class3516 | class Class3517 | class Class3518 | class Class3519 | class Class3526 | class Class411 | class Class3520,IAssetsManager | LoggerClass | Operation<object> | Operation<object> | AssetsManagerClass.Class3516 | AssetsManagerClass.Class3516 | AssetsManagerClass.Class3516 | GClass3968 | LoggerClass,45,11,10,Token:90 | RID:90 | AssetsManagerClass:64 | RVA:59 | File:59 | Offset:59 | UnityEngine:20 | Class3516:19
AssetsManagerSingletonClass.cs,(global),class AssetsManagerSingletonClass,Singleton<IAssetsManager>,0,0,1,Token:4 | RID:4 | IAssetsManager:4 | Singleton:3 | RVA:2 | File:2 | Offset:2 | System:1
AttackFromCoverType.cs,(global),enum AttackFromCoverType,,0,0,0,Token:3 | RID:3 | System:1 | AttackFromCoverType:1
Attribute0.cs,(global),class Attribute0,Attribute,0,0,1,System:2 | Attribute0:2 | Runtime:1 | CompilerServices:1 | Token:1 | RID:1 | CompilerGenerated:1 | Attribute:1
Attribute1.cs,(global),class Attribute1,Attribute,0,0,1,System:2 | Runtime:1 | CompilerServices:1 | Token:1 | RID:1 | CompilerGenerated:1 | Attribute0:1 | Attribute1:1
Audio/ActiveHeadphones/Debug/EditorHeadphonesTemplate.cs,Audio.ActiveHeadphones.Debug,class EditorHeadphonesTemplate,,2,27,2,Token:30 | RID:30 | EQBand:9 | EQBand1:8 | EQBand2:8 | EQBand3:8 | Frequency:6 | Gain:6
Audio/ActiveHeadphones/Debug/EditorHeadphonesTemplates.cs,Audio.ActiveHeadphones.Debug,class EditorHeadphonesTemplates,SerializableEnumDictionary<EHeadphonesType | EditorHeadphonesTemplate>,0,0,0,System:1 | Audio:1 | ActiveHeadphones:1 | Debug:1 | Token:1 | RID:1 | Serializable:1 | EditorHeadphonesTemplates:1
Audio/ActiveHeadphones/Debug/EHeadphonesType.cs,Audio.ActiveHeadphones.Debug,enum EHeadphonesType,,0,0,0,Token:10 | RID:10 | System:1 | Audio:1 | ActiveHeadphones:1 | Debug:1 | Serializable:1 | EHeadphonesType:1
Audio/ActiveHeadphones/Debug/HeadphonesTemplateStorage.cs,Audio.ActiveHeadphones.Debug,class HeadphonesTemplateStorage,ScriptableObject,0,1,1,Token:4 | RID:4 | HeadphonesTemplateStorage:3 | EditorHeadphonesTemplates:3 | Audio:2 | Debug:2 | System:1 | UnityEngine:1
Audio/AmbientSubsystem/AmbientAudioSystem.cs,Audio.AmbientSubsystem,class AmbientAudioSystem,MonoBehaviourSingleton<AmbientAudioSystem> | IDisposable,20,20,7,Token:52 | RID:52 | RVA:27 | File:27 | Offset:27 | Array:12 | Empty:12 | Instance:11
Audio/AmbientSubsystem/AmbientSoundBlender.cs,Audio.AmbientSubsystem,class AmbientSoundBlender,MonoBehaviour | IDisposable,12,25,6,Token:38 | RID:38 | SerializeField:18 | RVA:12 | File:12 | Offset:12 | Mathf:10 | EMixerParameterType:8
Audio/AmbientSubsystem/AmbientSoundPlayer.cs,Audio.AmbientSubsystem,class AmbientSoundPlayer,BaseRandomAmbientSoundPlayer,0,1,2,Token:5 | RID:5 | RVA:2 | File:2 | Offset:2 | SoundBank:2 | System:1 | EFT:1
Audio/AmbientSubsystem/AmbientSoundPlayerGroup.cs,Audio.AmbientSubsystem,class AmbientSoundPlayerGroup | class Class814,MonoBehaviour,6,3,5,Token:14 | RID:14 | BaseAmbientSoundPlayer:10 | RVA:7 | File:7 | Offset:7 | System:4 | AmbientSoundPlayerGroup:4
Audio/AmbientSubsystem/AmbientSoundPlayerGroupController.cs,Audio.AmbientSubsystem,class AmbientSoundPlayerGroupController,MonoBehaviour,5,3,3,Token:10 | RID:10 | EDayTime:10 | EDayTimeBlendState:8 | AmbientSoundPlayerGroup:6 | RVA:5 | File:5 | Offset:5
Audio/AmbientSubsystem/AmbientSplineEmitter/AbstractSplineMappedEmitter.cs,Audio.AmbientSubsystem.AmbientSplineEmitter,class AbstractSplineMappedEmitter,MonoBehaviour | GInterface110,10,0,1,Token:24 | RID:24 | RVA:4 | File:4 | Offset:4 | Action:3 | AbstractSplineMappedEmitter:2 | OnAwake:2
Audio/AmbientSubsystem/AmbientSplineEmitter/AmbientPlayerSplineMappedEmitter.cs,Audio.AmbientSubsystem.AmbientSplineEmitter,class AmbientPlayerSplineMappedEmitter,AbstractSplineMappedEmitter,12,7,3,Action:39 | Token:32 | RID:32 | RVA:20 | File:20 | Offset:20 | CompilerGenerated:10 | Delegate:6
Audio/AmbientSubsystem/AmbientSplineEmitter/AmbientSplineEmitterController.cs,Audio.AmbientSubsystem.AmbientSplineEmitter,class AmbientSplineEmitterController,MonoBehaviour,3,2,1,Token:6 | RID:6 | GInterface109:6 | RVA:3 | File:3 | Offset:3 | Length:3 | Tick:2
Audio/AmbientSubsystem/AmbientSplineEmitter/BaseSplineEmitterCalculator.cs,Audio.AmbientSubsystem.AmbientSplineEmitter,class BaseSplineEmitterCalculator,MonoBehaviour | GInterface109,8,12,2,Token:25 | RID:25 | RVA:10 | File:10 | Offset:10 | Vector3:6 | Initialized:4 | Points:4
Audio/AmbientSubsystem/AmbientSplineEmitter/SoundAmbientZoneCalculator.cs,Audio.AmbientSubsystem.AmbientSplineEmitter,class SoundAmbientZoneCalculator,BaseSplineEmitterCalculator,13,14,3,Token:30 | RID:30 | RVA:14 | File:14 | Offset:14 | Vector3:8 | Struct225:5 | Mathf:4
Audio/AmbientSubsystem/AmbientSplineEmitter/SplineEmitterPathMover.cs,Audio.AmbientSubsystem.AmbientSplineEmitter,class SplineEmitterPathMover | enum EMovementAction,BaseSplineEmitterCalculator | byte,19,12,4,Token:38 | RID:38 | RVA:19 | File:19 | Offset:19 | EMovementStrategy:13 | Points:9 | SplineEmitterPathMover:8
Audio/AmbientSubsystem/AmbientSplineEmitter/SplineSoundEmitter/AmbientPlayerGroupSplineEmitter.cs,Audio.AmbientSubsystem.AmbientSplineEmitter.SplineSoundEmitter,class AmbientPlayerGroupSplineEmitter | class SoundPlayerConfig,AbstractSplineMappedEmitter,12,7,4,Action:39 | Token:33 | RID:33 | RVA:20 | File:20 | Offset:20 | AmbientPlayerGroupSplineEmitter:11 | SoundPlayerConfig:11
Audio/AmbientSubsystem/AmbientSplineEmitter/SplineSoundEmitter/SoundPlayerSplineTrigger.cs,Audio.AmbientSubsystem.AmbientSplineEmitter.SplineSoundEmitter,class SoundPlayerSplineTrigger,SplineTriggerAbstract,2,1,1,Token:4 | RID:4 | BaseAmbientSoundPlayer:3 | RVA:2 | File:2 | Offset:2 | OnAwake:2 | System:1
Audio/AmbientSubsystem/AmbientSplineEmitter/SplineSoundEmitter/SplineTriggerAbstract.cs,Audio.AmbientSubsystem.AmbientSplineEmitter.SplineSoundEmitter,class SplineTriggerAbstract,MonoBehaviour,4,5,1,Token:11 | RID:11 | RVA:4 | File:4 | Offset:4 | Range:3 | SerializeField:3 | UnityEngine:2
Audio/AmbientSubsystem/AmbientSplineEmitter/SplineSoundEmitter/SplineTriggerChecker.cs,Audio.AmbientSubsystem.AmbientSplineEmitter.SplineSoundEmitter,class SplineTriggerChecker | struct Struct231,BaseSplineEmitterCalculator | IJobParallelFor,8,17,7,Token:28 | RID:28 | RVA:8 | File:8 | Offset:8 | SplineTriggerAbstract:7 | NativeArray:6 | Vector3:6
Audio/AmbientSubsystem/BaseAmbientSoundPlayer.cs,Audio.AmbientSubsystem,class BaseAmbientSoundPlayer,MonoBehaviour | ISoundPlayer,23,27,5,Token:75 | RID:75 | RVA:38 | File:38 | Offset:38 | Action:38 | Source:22 | SerializeField:16
Audio/AmbientSubsystem/BaseRandomAmbientSoundPlayer.cs,Audio.AmbientSubsystem,class BaseRandomAmbientSoundPlayer,BaseAmbientSoundPlayer | GInterface105,5,5,2,Token:15 | RID:15 | RVA:6 | File:6 | Offset:6 | Time:5 | CurrentBank:4 | Source:3
Audio/AmbientSubsystem/Data/AudioClipByRainIntensity.cs,Audio.AmbientSubsystem.Data,class AudioClipByRainIntensity,SerializableEnumDictionary<RainController.ERainIntensity | AudioClip>,0,0,1,System:1 | UnityEngine:1 | Audio:1 | AmbientSubsystem:1 | Data:1 | Token:1 | RID:1 | Serializable:1
Audio/AmbientSubsystem/Data/DelayMixerDataSO.cs,Audio.AmbientSubsystem.Data,class DelayMixerDataSO,ScriptableObject | IEnvironmentMixerParamsHandler,2,5,3,Token:8 | RID:8 | MixerEnvironmentParameter:6 | Audio:4 | UnityEngine:2 | DelayMixerDataSO:2 | RVA:2 | File:2
Audio/AmbientSubsystem/Data/EDayTimeBlendState.cs,Audio.AmbientSubsystem.Data,enum EDayTimeBlendState,byte,0,0,0,Token:6 | RID:6 | System:1 | Audio:1 | AmbientSubsystem:1 | Data:1 | EDayTimeBlendState:1 | None:1
Audio/AmbientSubsystem/Data/EMixerParameterType.cs,Audio.AmbientSubsystem.Data,enum EMixerParameterType,,0,0,0,Token:7 | RID:7 | System:1 | Audio:1 | AmbientSubsystem:1 | Data:1 | Serializable:1 | EMixerParameterType:1
Audio/AmbientSubsystem/Data/EnumSoundContentPreset.cs,Audio.AmbientSubsystem.Data,class EnumSoundContentPreset | class Content,SerializableEnumDictionary<TEnum | TObj>,1,0,1,Token:5 | RID:5 | TEnum:5 | TObj:5 | EnumSoundContentPreset:3 | RVA:2 | File:2 | Offset:2
Audio/AmbientSubsystem/Data/EnvironmentSoundContainer.cs,Audio.AmbientSubsystem.Data,class EnvironmentSoundContainer,,1,2,1,Token:4 | RID:4 | AudioClip:3 | EnvironmentType:2 | SerializeField:2 | System:1 | UnityEngine:1 | Audio:1
